voice4	voice3	voice2	voice1	harm	beat	meter	onset_strength	beat_strength	LABEL	similarity
2F#\	2A#\	2f#/	32cc#\JJJ	I	2.875	M4/4	1.0	off beat	0.0	0.5
2r	2r	2r	8.ff#\L	I	3	M4/4	1.0	strong beat	0.0	0.0
2r	2r	2r	16cc#\Jk	I	3.75	M4/4	1.0	off beat	0.0	0.0
2r	2r	2r	8.aa#\L	I	4	M4/4	1.0	weak beat	0.0	0.0
2r	2r	2r	16gg#\Jk	I	4.75	M4/4	1.0	off beat	0.0	0.0
2d#\	2d#/	[1a#	4ff#\	i	1	M4/4	3.0	strong beat	1.0	1.0
2d#\	2d#/	[1a#	8.ff#\L	i	2	M4/4	0.0	weak beat	0.0	0.6666666666666666
2d#\	2d#/	[1a#	16gg#\Jk	i	2.75	M4/4	1.0	off beat	0.0	0.6666666666666666
2A#\	2c##/	[1a#	4ee#\	V	3	M4/4	3.0	strong beat	1.0	0.8
2A#\	2c##/	[1a#	8.aa#\L	V	4	M4/4	1.0	weak beat	0.0	0.8
2A#\	2c##/	[1a#	16ff#\Jk	V	4.75	M4/4	1.0	off beat	0.0	0.6666666666666666
2B\	2d#/	4a#/]	4dd#\	VI	1	M4/4	3.0	strong beat	1.0	0.6666666666666666
2B\	2d#/	4g##/	8.dd#\L	Fr	2	M4/4	1.0	weak beat	1.0	0.8571428571428571
2B\	2d#/	4g##/	16ee#\Jk	Fr	2.75	M4/4	1.0	off beat	0.0	0.5714285714285714
4A#\	4e#/	4a#/	4cc##\	V	3	M4/4	4.0	strong beat	1.0	0.8571428571428571
4G#\	4c##/	4e#/	4a#/	V42	4	M4/4	2.0	weak beat	1.0	0.5714285714285714
1F#	4A#/	[1f#	4dd#\	ii6	1	M4/4	4.0	strong beat	1.0	0.8
1F#	2d#/	[1f#	4ff#\	ii6	2	M4/4	2.0	weak beat	0.0	0.8
1F#	2d#/	[1f#	4aa#\	ii6	3	M4/4	1.0	strong beat	0.0	0.6666666666666666
1F#	4d#/	[1f#	16gg#\LL	ii6	4	M4/4	1.0	weak beat	0.0	0.8
1F#	4d#/	[1f#	16ff#\	ii6	4.25	M4/4	1.0	off beat	0.0	0.8
1F#	4d#/	[1f#	16ee#\	ii6	4.5	M4/4	1.0	off beat	0.0	0.8
1F#	4d#/	[1f#	16dd#\JJ	ii6	4.75	M4/4	1.0	off beat	0.0	0.6666666666666666
2.G#\	2.d#/	2.f#/]	2cc#\	V7	1	M4/4	2.0	strong beat	1.0	0.75
2.G#\	2.d#/	2.f#/]	4b#\	V7	3	M4/4	1.0	strong beat	0.0	0.4
4GG#/	4r	4r	4r	V7	4	M4/4	1.0	weak beat	0.0	0.5
4C#/	2r	[1g#	8.ee#\L	I	1	M4/4	3.0	strong beat	1.0	0.8
4C#/	2r	[1g#	16g#\Jk	I	1.75	M4/4	0.0	off beat	0.0	0.5
4E#\	2r	[1g#	8.gg#\L	I	2	M4/4	2.0	weak beat	0.0	0.8
4E#\	2r	[1g#	16ff#\Jk	I	2.75	M4/4	1.0	off beat	0.0	0.6666666666666666
4G#\	2C#/	[1g#	4ee#'\	I	3	M4/4	3.0	strong beat	0.0	1.0
8.E#\L	2C#/	[1g#	8r	I	4	M4/4	1.0	weak beat	0.0	0.8
16C#\Jk	2C#/	[1g#	16g#/	I	4.75	M4/4	0.0	off beat	0.0	0.4
4BB#/	4BB#/	1g#]	8.dd#\L	V65	1	M4/4	2.0	strong beat	1.0	0.8
4BB#/	4BB#/	1g#]	16g#\Jk	V65	1.75	M4/4	0.0	off beat	0.0	0.4
4D#\	4r	1g#]	8.ff#\L	V65	2	M4/4	2.0	weak beat	0.0	0.6666666666666666
4D#\	4r	1g#]	16ee#\Jk	V65	2.75	M4/4	1.0	off beat	0.0	0.6666666666666666
4G#\	4BB#/	1g#]	4dd#'\	V65	3	M4/4	3.0	strong beat	0.0	1.0
8.D#/L	4B#\	1g#]	8r	V65	4	M4/4	2.0	weak beat	0.0	0.8
16BB#/Jk	4B#\	1g#]	16g#/	V65	4.75	M4/4	1.0	off beat	0.0	0.4
4C#/	4c#/	8.ee#\L	2gg#\	I	1	M4/4	4.0	strong beat	1.0	0.8
4C#/	4c#/	16g#\Jk	2gg#\	I	1.75	M4/4	1.0	off beat	0.0	0.5
4r	4e#/	8.gg#\L	2gg#\	I	2	M4/4	1.0	weak beat	0.0	0.8
4r	4e#/	16ff#\Jk	2gg#\	I	2.75	M4/4	1.0	off beat	0.0	0.6666666666666666
4CC#/	4g#/	4ee#'\	4gg#\	I	3	M4/4	3.0	strong beat	0.0	0.8
4EE#/	8.e#/L	8r	4gg#\	I	4	M4/4	2.0	weak beat	0.0	0.8
4EE#/	16c#/Jk	16g#/	4gg#\	I	4.75	M4/4	2.0	off beat	0.0	0.3333333333333333
4GG#/	4B#/	8.dd#\L	[1gg#	V7	1	M4/4	3.0	strong beat	1.0	0.8
4GG#/	4B#/	16g#\Jk	[1gg#	V7	1.75	M4/4	1.0	off beat	0.0	0.4
4r	4d#/	8.ff#\L	[1gg#	V7	2	M4/4	2.0	weak beat	0.0	0.6666666666666666
4r	4d#/	16ee#\Jk	[1gg#	V7	2.75	M4/4	1.0	off beat	0.0	0.6666666666666666
2BBB#/	4g#/	4dd#'\	[1gg#	V65/V	3	M4/4	3.0	strong beat	1.0	0.6666666666666666
2BBB#/	8.f#/L	8r	[1gg#	V65/V	4	M4/4	1.0	weak beat	0.0	0.6666666666666666
2BBB#/	16d#/Jk	16g#/	[1gg#	V65/V	4.75	M4/4	2.0	off beat	0.0	0.3333333333333333
4CC#/	4c#/	8.ee#\L	1gg#_	V7	1	M4/4	3.0	strong beat	1.0	0.8
4CC#/	4c#/	16g#\Jk	1gg#_	V7	1.75	M4/4	1.0	off beat	0.0	0.5
4r	8.e#/L	8.gg#\L	1gg#_	V7	2	M4/4	1.0	weak beat	0.0	0.4
4r	16d#/Jk	16ff#\Jk	1gg#_	V7	2.75	M4/4	2.0	off beat	0.0	0.3333333333333333
2r	4c#/	4ee#\	1gg#_	V7	3	M4/4	2.0	strong beat	0.0	0.3333333333333333
2r	4B#/	4dd#\	1gg#_	V6/V	4	M4/4	2.0	weak beat	1.0	0.3333333333333333
2r	8.A#/L	1cc#	2gg#\]	vi	1	M4/4	2.0	strong beat	1.0	0.8
2r	16c#/Jk	1cc#	2gg#\]	vi	1.75	M4/4	1.0	off beat	0.0	0.8
2r	8.e#/L	1cc#	2gg#\]	vi	2	M4/4	1.0	weak beat	0.0	0.8
2r	16c#/Jk	1cc#	2gg#\]	vi	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
8.D#\L	2a#/	1cc#	[2ff#\	ii	3	M4/4	3.0	strong beat	1.0	0.8571428571428571
16F#\Jk	2a#/	1cc#	[2ff#\	ii	3.75	M4/4	1.0	off beat	0.0	1.0
8.A#\L	2a#/	1cc#	[2ff#\	ii	4	M4/4	1.0	weak beat	0.0	1.0
16F#\Jk	2a#/	1cc#	[2ff#\	ii	4.75	M4/4	1.0	off beat	0.0	0.2857142857142857
4d#\	8.G#/L	2b#\	2ff#\]	V43	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
4d#\	16B#/Jk	2b#\	2ff#\]	V43	1.75	M4/4	1.0	off beat	0.0	1.0
4r	8.d#/L	2b#\	2ff#\]	V43	2	M4/4	0.0	weak beat	0.0	0.8
4r	16B#/Jk	2b#\	2ff#\]	V43	2.75	M4/4	1.0	off beat	0.0	0.0
8.C#\L	2g#/	[2cc#\	2ee#\	I	3	M4/4	4.0	strong beat	1.0	1.0
16E#\Jk	2g#/	[2cc#\	2ee#\	I	3.75	M4/4	1.0	off beat	0.0	1.0
8.G#\L	2g#/	[2cc#\	2ee#\	I	4	M4/4	1.0	weak beat	0.0	1.0
16E#\Jk	2g#/	[2cc#\	2ee#\	I	4.75	M4/4	1.0	off beat	0.0	0.2857142857142857
2F#\	1a#	1cc#_	8.dd#\L	IV	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
2F#\	1a#	1cc#_	16ff#\Jk	IV	1.75	M4/4	1.0	off beat	0.0	1.0
2F#\	1a#	1cc#_	8.aa#\L	IV	2	M4/4	1.0	weak beat	0.0	1.0
2F#\	1a#	1cc#_	16ff#\Jk	IV	2.75	M4/4	1.0	off beat	0.0	0.5714285714285714
2F##\	1a#	1cc#_	4dd#\	V65/V	3	M4/4	2.0	strong beat	1.0	1.0
2F##\	1a#	1cc#_	4dd#\	V65/V	4	M4/4	0.0	weak beat	0.0	0.5714285714285714
1G#	2g#/	2cc#\]	[2dd#\	V7	1	M4/4	2.0	strong beat	1.0	0.5714285714285714
1G#	4f#/	2b#\	8dd#\L]	V7	3	M4/4	2.0	strong beat	0.0	0.75
1G#	4f#/	2b#\	8ee#\	V7	3.5	M4/4	1.0	off beat	0.0	0.75
1G#	4d#/	2b#\	8ff#\	V7	4	M4/4	2.0	weak beat	0.0	0.8571428571428571
1G#	4d#/	2b#\	8gg#\J	V7	4.5	M4/4	1.0	off beat	0.0	0.0
2.A#\	2.c#/	2.cc#\	2ff#\	IV6	1	M4/4	4.0	strong beat	1.0	0.6666666666666666
2.A#\	2.c#/	2.cc#\	8.ee#\L	I	3	M4/4	1.0	strong beat	1.0	0.8
2.A#\	2.c#/	2.cc#\	16ccc#\Jk	I	3.75	M4/4	1.0	off beat	0.0	0.0
4r	4r	4r	8.gg#\L	I	4	M4/4	1.0	weak beat	0.0	0.0
4r	4r	4r	16ee#\Jk	I	4.75	M4/4	1.0	off beat	0.0	0.5
2E#\	2c#\	2G#/	8.cc#\L	I6	1	M4/4	4.0	strong beat	1.0	1.0
2E#\	2c#\	2G#/	16cc#\Jk	I6	1.75	M4/4	0.0	off beat	0.0	1.0
2E#\	2c#\	2G#/	8.g#/L	I6	2	M4/4	1.0	weak beat	0.0	1.0
2E#\	2c#\	2G#/	16e#/Jk	I6	2.75	M4/4	1.0	off beat	0.0	1.0
2EE#/	2G#\	2c#/	8.c#/L	I6	3	M4/4	1.0	strong beat	0.0	1.0
2EE#/	2G#\	2c#/	16e#/Jk	I6	3.75	M4/4	1.0	off beat	0.0	1.0
2EE#/	2G#\	2c#/	8.g#/L	I6	4	M4/4	1.0	weak beat	0.0	1.0
2EE#/	2G#\	2c#/	16e#/Jk	I6	4.75	M4/4	1.0	off beat	0.0	0.2857142857142857
1FF#	[1A#	[1c#	8.d#/L	ii6	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
1FF#	[1A#	[1c#	16f#/Jk	ii6	1.75	M4/4	1.0	off beat	0.0	1.0
1FF#	[1A#	[1c#	8.a#/L	ii6	2	M4/4	1.0	weak beat	0.0	1.0
1FF#	[1A#	[1c#	16f#/Jk	ii6	2.75	M4/4	1.0	off beat	0.0	0.8571428571428571
1FF#	[1A#	[1c#	4d#/	ii6	3	M4/4	1.0	strong beat	0.0	1.0
1FF#	[1A#	[1c#	4d#/	ii6	4	M4/4	0.0	weak beat	0.0	0.5
1FF##	1A#]	1c#_	8.en/L	viio7/V	1	M4/4	2.0	strong beat	1.0	0.8571428571428571
1FF##	1A#]	1c#_	16a#/Jk	viio7/V	1.75	M4/4	1.0	off beat	0.0	1.0
1FF##	1A#]	1c#_	8.cc#/L	viio7/V	2	M4/4	1.0	weak beat	0.0	1.0
1FF##	1A#]	1c#_	16a#/Jk	viio7/V	2.75	M4/4	1.0	off beat	0.0	0.8571428571428571
1FF##	1A#]	1c#_	4e/	viio7/V	3	M4/4	1.0	strong beat	0.0	1.0
1FF##	1A#]	1c#_	4e/	viio7/V	4	M4/4	0.0	weak beat	0.0	0.2857142857142857
[1GG#	4G#\	1c#]	8.e#/L	C64	1	M4/4	3.0	strong beat	1.0	0.8
[1GG#	4G#\	1c#]	16g#/Jk	C64	1.75	M4/4	1.0	off beat	0.0	0.8
[1GG#	4E#\	1c#]	8.cc#/L	C64	2	M4/4	2.0	weak beat	0.0	1.0
[1GG#	4E#\	1c#]	16g#/Jk	C64	2.75	M4/4	1.0	off beat	0.0	1.0
[1GG#	2C#/	1c#]	4ee#\	C64	3	M4/4	2.0	strong beat	0.0	0.6666666666666666
[1GG#	2C#/	1c#]	16dd#\LL	C64	4	M4/4	1.0	weak beat	0.0	0.8
[1GG#	2C#/	1c#]	16cc#\	C64	4.25	M4/4	1.0	off beat	0.0	0.8
[1GG#	2C#/	1c#]	16b#\	C64	4.5	M4/4	1.0	off beat	0.0	0.6666666666666666
[1GG#	2C#/	1c#]	16a#\JJ	C64	4.75	M4/4	1.0	off beat	0.0	0.6666666666666666
1GG#]	4D#\	2c#/	[2g#/	C64	1	M4/4	2.0	strong beat	0.0	0.6666666666666666
1GG#]	4E#\	2c#/	[2g#/	C64	2	M4/4	1.0	weak beat	0.0	0.3333333333333333
1GG#]	2F#\	2B#/	8g#/L]	V7	3	M4/4	2.0	strong beat	1.0	1.0
1GG#]	2F#\	2B#/	8f#/	V7	3.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1GG#]	2F#\	2B#/	8e#/	V7	4	M4/4	1.0	weak beat	0.0	0.75
1GG#]	2F#\	2B#/	8d#/J	V7	4.5	M4/4	1.0	off beat	0.0	0.0
4CC#/	4E#'\	4c#/	4c#/	I	1	M4/4	3.0	strong beat	1.0	0.0
2r	16c/LL	16e/LL	2r	I	2.5	M2/4	2.0	off beat	1.0	0.0
2r	16d/JJ	16f/JJ	2r	I	2.75	M2/4	2.0	off beat	0.0	0.0
2r	8e/L	8g/L	4r	I6	1	M2/4	2.0	strong beat	1.0	1.0
2r	8e/J	8g/J	4r	I6	1.5	M2/4	0.0	off beat	0.0	1.0
2r	8e/L	8g/L	8r	I6	2	M2/4	0.0	weak beat	0.0	0.8
2r	8e/J	8g/J	8cc\	I6	2.5	M2/4	1.0	off beat	0.0	0.3333333333333333
8r	4.f/	4.g/	16b\LL	V42	1	M2/4	2.0	strong beat	1.0	0.6666666666666666
8r	4.f/	4.g/	16cc\	V42	1.25	M2/4	1.0	off beat	0.0	0.6666666666666666
16G\LL	4.f/	4.g/	16dd\	V42	1.5	M2/4	2.0	off beat	0.0	0.5714285714285714
16A\JJ	4.f/	4.g/	16b\JJ	V42	1.75	M2/4	2.0	off beat	0.0	0.8571428571428571
4B'\	4.f/	4.g/	4g'/	V65	2	M2/4	1.0	weak beat	1.0	0.5714285714285714
4B'\	16c/LL	16e/LL	4g'/	I	2.5	M2/4	2.0	off beat	1.0	0.5
4B'\	16d/JJ	16f/JJ	4g'/	I	2.75	M2/4	2.0	off beat	0.0	0.3333333333333333
2r	8e/L	8g/L	4r	I6	1	M2/4	1.0	strong beat	1.0	1.0
2r	8e/J	8g/J	4r	I6	1.5	M2/4	0.0	off beat	0.0	1.0
2r	8e/L	8g/L	8r	I6	2	M2/4	0.0	weak beat	0.0	1.0
2r	8e/J	8g/J	8gg\	I6	2.5	M2/4	1.0	off beat	0.0	0.5
8r	4.f/	4.g/	16ff\LL	V42	1	M2/4	2.0	strong beat	1.0	0.8
8r	4.f/	4.g/	16ee\	V42	1.25	M2/4	1.0	off beat	0.0	0.5714285714285714
16B\LL	4.f/	4.g/	16dd\	V42	1.5	M2/4	2.0	off beat	0.0	0.5714285714285714
16c\JJ	4.f/	4.g/	16cc\JJ	V42	1.75	M2/4	2.0	off beat	0.0	0.5714285714285714
4d'\	4.f/	4.g/	4b'\	V43	2	M2/4	2.0	weak beat	1.0	0.5
4d'\	16c/LL	16e/LL	4b'\	I	2.5	M2/4	2.0	off beat	1.0	0.5714285714285714
4d'\	16d/JJ	16f/JJ	4b'\	I	2.75	M2/4	1.0	off beat	0.0	0.0
2r	8e/L	8g/L	4r	I6	1	M2/4	2.0	strong beat	1.0	1.0
2r	8e/J	8g/J	4r	I6	1.5	M2/4	0.0	off beat	0.0	1.0
2r	8e/L	8g/L	8r	I6	2	M2/4	0.0	weak beat	0.0	0.8
2r	8e/J	8g/J	8cc\	I6	2.5	M2/4	1.0	off beat	0.0	0.3333333333333333
4r	4f/	4.g/	16b\LL	V42	1	M2/4	2.0	strong beat	1.0	0.6666666666666666
4r	4f/	4.g/	16cc\	V42	1.25	M2/4	1.0	off beat	0.0	0.6666666666666666
4r	4f/	4.g/	16dd\	V42	1.5	M2/4	1.0	off beat	0.0	0.6666666666666666
4r	4f/	4.g/	16b\JJ	V42	1.75	M2/4	1.0	off beat	0.0	0.3333333333333333
8r	8e/L	4.g/	8cc\L	I6	2	M2/4	2.0	weak beat	1.0	1.0
8C/	8c/J	8G/	8ee\J	I	2.5	M2/4	4.0	off beat	1.0	0.3333333333333333
8D\L	16d/LL	4A/	4g/	ii	1	M2/4	4.0	strong beat	1.0	0.8571428571428571
8D\L	16c/	4A/	4g/	ii	1.25	M2/4	1.0	off beat	0.0	0.75
8D\J	16B/	4A/	4g/	ii	1.5	M2/4	1.0	off beat	0.0	0.75
8D\J	16c/JJ	4A/	4g/	ii	1.75	M2/4	1.0	off beat	0.0	0.5
8GG/L	8d/L	4B/	8.f/L	V7	2	M2/4	4.0	weak beat	1.0	1.0
8GG/J	8d/J	4B/	8.f/L	V7	2.5	M2/4	0.0	off beat	0.0	0.75
8GG/J	8d/J	4B/	32e/LL	V7	2.75	M2/4	1.0	off beat	0.0	0.75
8GG/J	8d/J	4B/	32f/JJJ	V7	2.875	M2/4	1.0	off beat	0.0	0.0
16CC/LL	4c/	4c/	4e/	I	1	M2/4	3.0	strong beat	1.0	1.0
16C/	4c/	4c/	4e/	I	1.25	M2/4	1.0	off beat	0.0	0.8
16BB/	4c/	4c/	4e/	I	1.5	M2/4	1.0	off beat	0.0	0.8
16C/JJ	4c/	4c/	4e/	I	1.75	M2/4	1.0	off beat	0.0	0.0
16D/LL	8r	4r	8r	I	2	M2/4	1.0	weak beat	0.0	0.0
16C/	8r	4r	8r	I	2.25	M2/4	1.0	off beat	0.0	0.5
16BB/	16E\LL	4r	16cc\LL	I	2.5	M2/4	3.0	off beat	0.0	0.6666666666666666
16C/JJ	16G\JJ	4r	16ee\JJ	I	2.75	M2/4	3.0	off beat	0.0	0.3333333333333333
16AA/LL	8F\L	8cc\L	8ff\L	IV6	1	M2/4	4.0	strong beat	1.0	0.8
16C/	8F\L	8cc\L	8ff\L	IV6	1.25	M2/4	1.0	off beat	0.0	0.4
16GG/	8G\J	8cc\J	8ee\J	I64	1.5	M2/4	3.0	off beat	1.0	1.0
16C/JJ	8G\J	8cc\J	8ee\J	I64	1.75	M2/4	1.0	off beat	0.0	0.3333333333333333
16AA/LL	8A\L	8cc\L	8ff\L	IV	2	M2/4	3.0	weak beat	1.0	1.0
16C/	8A\L	8cc\L	8ff\L	IV	2.25	M2/4	1.0	off beat	0.0	1.0
16FF/	8F\J	8cc\J	8aa\J	IV	2.5	M2/4	3.0	off beat	0.0	1.0
16C/JJ	8F\J	8cc\J	8aa\J	IV	2.75	M2/4	1.0	off beat	0.0	0.3333333333333333
16EE/LL	4C/	4cc\	16gg\LL	I6	1	M2/4	2.0	strong beat	1.0	0.4
16C/	4C/	4cc\	16aa\	I6	1.25	M2/4	1.0	off beat	0.0	0.4
16DD/	4C/	4cc\	16ff\	ii7	1.5	M2/4	2.0	off beat	1.0	0.4
16C/JJ	4C/	4cc\	16gg\JJ	ii7	1.75	M2/4	1.0	off beat	0.0	0.5
16CC/LL	8r	4r	8ee\L	I	2	M2/4	2.0	weak beat	1.0	1.0
16C/	8r	4r	8ee\L	I	2.25	M2/4	1.0	off beat	0.0	0.8
16BB-/	16E\LL	4r	16cc\L	V42/IV	2.5	M2/4	3.0	off beat	1.0	0.6666666666666666
16C/JJ	16G\JJ	4r	16ee\JJ	V42/IV	2.75	M2/4	3.0	off beat	0.0	0.3333333333333333
16AA/LL	8F\L	8cc\L	8ff\L	IV6	1	M2/4	4.0	strong beat	1.0	0.8
16C/	8F\L	8cc\L	8ff\L	IV6	1.25	M2/4	1.0	off beat	0.0	0.4
16GG/	8G\J	8cc\J	8ee\J	IV6	1.5	M2/4	3.0	off beat	0.0	1.0
16C/JJ	8G\J	8cc\J	8ee\J	IV6	1.75	M2/4	1.0	off beat	0.0	0.3333333333333333
16AA/LL	8A\L	8cc\L	8ff\L	IV6	2	M2/4	3.0	weak beat	0.0	1.0
16C/	8A\L	8cc\L	8ff\L	IV6	2.25	M2/4	1.0	off beat	0.0	1.0
16FF/	8F\J	8cc\J	8aa\J	IV	2.5	M2/4	3.0	off beat	1.0	1.0
16C/JJ	8F\J	8cc\J	8aa\J	IV	2.75	M2/4	1.0	off beat	0.0	0.3333333333333333
16EE/LL	4C/	4cc\	16gg\LL	I6	1	M2/4	2.0	strong beat	1.0	0.4
16C/	4C/	4cc\	16aa\	I6	1.25	M2/4	1.0	off beat	0.0	0.4
16DD/	4C/	4cc\	16ff\	ii7	1.5	M2/4	2.0	off beat	1.0	0.4
16C/JJ	4C/	4cc\	16gg\JJ	ii7	1.75	M2/4	1.0	off beat	0.0	0.5
16CC/LL	8r	4r	8ee\L	I	2	M2/4	2.0	weak beat	1.0	1.0
16C/	8r	4r	8ee\L	I	2.25	M2/4	1.0	off beat	0.0	0.8
16BB-/	16e/LL	4r	16cc\L	V42/IV	2.5	M2/4	3.0	off beat	1.0	0.6666666666666666
16C/JJ	16g/JJ	4r	16ee\JJ	V42/IV	2.75	M2/4	3.0	off beat	0.0	0.3333333333333333
16AA/LL	8f/L	8cc\L	8ff\L	IV6	1	M2/4	4.0	strong beat	1.0	0.8
16C/	8f/L	8cc\L	8ff\L	IV6	1.25	M2/4	1.0	off beat	0.0	0.4
16GG/	8g/J	8cc\J	8ee\J	I64	1.5	M2/4	3.0	off beat	1.0	1.0
16C/JJ	8g/J	8cc\J	8ee\J	I64	1.75	M2/4	1.0	off beat	0.0	0.3333333333333333
16AA/LL	8a/L	8cc\L	8ff\L	IV	2	M2/4	3.0	weak beat	1.0	1.0
16C/	8a/L	8cc\L	8ff\L	IV	2.25	M2/4	1.0	off beat	0.0	1.0
16FF/	8f/J	8cc\J	8aa\J	IV	2.5	M2/4	3.0	off beat	0.0	1.0
16C/JJ	8f/J	8cc\J	8aa\J	IV	2.75	M2/4	1.0	off beat	0.0	0.3333333333333333
16EE/LL	4c/	4cc\	8gg\L	I6	1	M2/4	3.0	strong beat	1.0	0.8
16C/	4c/	4cc\	8gg\L	I6	1.25	M2/4	1.0	off beat	0.0	0.4
16DD/	4c/	4cc\	8bb\J	ii7	1.5	M2/4	2.0	off beat	1.0	0.8
16C/JJ	4c/	4cc\	8bb\J	ii7	1.75	M2/4	1.0	off beat	0.0	0.5
16EE/LL	4r	8r	8ccc\L	I	2	M2/4	2.0	weak beat	1.0	0.6666666666666666
16C/	4r	8r	8ccc\L	I	2.25	M2/4	1.0	off beat	0.0	0.5
16CC/	4r	8g/	8eee\J	I	2.5	M2/4	3.0	off beat	0.0	1.0
16C/JJ	4r	8g/	8eee\J	I	2.75	M2/4	1.0	off beat	0.0	0.3333333333333333
8DD/L	8r	16a\LL	2gg\	ii7	1	M2/4	3.0	strong beat	1.0	0.6666666666666666
8DD/L	8r	16cc\	2gg\	ii7	1.25	M2/4	1.0	off beat	0.0	0.5714285714285714
8D/J	8a/	16b\	2gg\	ii7	1.5	M2/4	3.0	off beat	0.0	0.75
8D/J	8a/	16cc\JJ	2gg\	ii7	1.75	M2/4	1.0	off beat	0.0	0.8571428571428571
8D\L	8a/L	16dd\LL	2gg\	ii7	2	M2/4	1.0	weak beat	0.0	0.8571428571428571
8D\L	8a/L	16cc\	2gg\	ii7	2.25	M2/4	1.0	off beat	0.0	0.75
8D\J	8a/J	16b\	2gg\	ii7	2.5	M2/4	1.0	off beat	0.0	0.75
8D\J	8a/J	16cc\JJ	2gg\	ii7	2.75	M2/4	1.0	off beat	0.0	0.5714285714285714
8DD/L	8r	16a\LL	2ff#\	V7/V	1	M2/4	2.0	strong beat	1.0	0.6666666666666666
8DD/L	8r	16cc\	2ff#\	V7/V	1.25	M2/4	1.0	off beat	0.0	0.5714285714285714
8D/J	8a/	16b\	2ff#\	V7/V	1.5	M2/4	3.0	off beat	0.0	0.75
8D/J	8a/	16cc\JJ	2ff#\	V7/V	1.75	M2/4	1.0	off beat	0.0	0.8571428571428571
8D\L	8a/L	16dd\LL	2ff#\	V7/V	2	M2/4	1.0	weak beat	0.0	0.8571428571428571
8D\L	8a/L	16cc\	2ff#\	V7/V	2.25	M2/4	1.0	off beat	0.0	0.75
8D\J	8a/J	16b\	2ff#\	V7/V	2.5	M2/4	1.0	off beat	0.0	0.75
8D\J	8a/J	16cc\JJ	2ff#\	V7/V	2.75	M2/4	1.0	off beat	0.0	0.0
8GG/L	4g'/	4b'\	16ff\LL	V7	1	M2/4	4.0	strong beat	1.0	0.8
8GG/L	4g'/	4b'\	16gg\	V7	1.25	M2/4	1.0	off beat	0.0	0.8
8G/J	4g'/	4b'\	16ff\	V7	1.5	M2/4	2.0	off beat	0.0	0.6666666666666666
8G/J	4g'/	4b'\	16dd\JJ	V7	1.75	M2/4	1.0	off beat	0.0	1.0
8G\L	4d'/	4dd'\	16bb\LL	V7	2	M2/4	2.0	weak beat	0.0	0.6666666666666666
8G\L	4d'/	4dd'\	16ccc\	V7	2.25	M2/4	1.0	off beat	0.0	0.6666666666666666
8G\J	4d'/	4dd'\	16bb\	V7	2.5	M2/4	1.0	off beat	0.0	0.6666666666666666
8G\J	4d'/	4dd'\	16ff\JJ	V7	2.75	M2/4	1.0	off beat	0.0	0.8571428571428571
8GG/L	4B'/	4ff'\	16ddd\LL	V7	1	M2/4	3.0	strong beat	0.0	0.75
8GG/L	4B'/	4ff'\	16eee\	V7	1.25	M2/4	1.0	off beat	0.0	0.75
8G/J	4B'/	4ff'\	16ddd\	V7	1.5	M2/4	2.0	off beat	0.0	0.8571428571428571
8G/J	4B'/	4ff'\	16bb\JJ	V7	1.75	M2/4	1.0	off beat	0.0	0.6666666666666666
8G\L	4r	8ddd\L	8fff\L	V7	2	M2/4	2.0	weak beat	0.0	1.0
8G\J	4r	8ddd\J	8fff\J	V7	2.5	M2/4	0.0	off beat	0.0	0.8571428571428571
4GG'/	16B/LL	4ddd'\	4fff'\	V7	1	M2/4	2.0	strong beat	0.0	0.75
4GG'/	16c/	4ddd'\	4fff'\	V7	1.25	M2/4	1.0	off beat	0.0	0.75
4GG'/	16B/	4ddd'\	4fff'\	V7	1.5	M2/4	1.0	off beat	0.0	0.8571428571428571
4GG'/	16G/JJ	4ddd'\	4fff'\	V7	1.75	M2/4	1.0	off beat	0.0	0.6666666666666666
4GG'/	16d/LL	4bb'\	4ddd'\	V7	2	M2/4	2.0	weak beat	0.0	0.8571428571428571
4GG'/	16e/	4bb'\	4ddd'\	V7	2.25	M2/4	1.0	off beat	0.0	0.8571428571428571
4GG'/	16d/	4bb'\	4ddd'\	V7	2.5	M2/4	1.0	off beat	0.0	1.0
4GG'/	16G/JJ	4bb'\	4ddd'\	V7	2.75	M2/4	1.0	off beat	0.0	0.6666666666666666
4GG'/	4f'/	4ff'\	4bb'\	V7	1	M2/4	2.0	strong beat	0.0	0.8571428571428571
4GG'/	4d'/	16B\LL	4ff'\	V7	1	M2/4	2.0	strong beat	0.0	0.75
4GG'/	4d'/	16c\	4ff'\	V7	1.25	M2/4	1.0	off beat	0.0	0.75
4GG'/	4d'/	16B\	4ff'\	V7	1.5	M2/4	1.0	off beat	0.0	0.8571428571428571
4GG'/	4d'/	16G\JJ	4ff'\	V7	1.75	M2/4	1.0	off beat	0.0	1.0
4GG'/	4f'/	16d/LL	4dd'\	V7	2	M2/4	2.0	weak beat	0.0	0.8571428571428571
4GG'/	4f'/	16e/	4dd'\	V7	2.25	M2/4	1.0	off beat	0.0	0.8571428571428571
4GG'/	4f'/	16d/	4dd'\	V7	2.5	M2/4	1.0	off beat	0.0	1.0
